name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Northwest Africa 3226,33550,Valid,L6,1076.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3239,33563,Valid,H5,685.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3240,33564,Valid,Mesosiderite,3.8,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3245,33569,Valid,L6,647.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3262,33586,Valid,L4,182.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3291,33615,Valid,H6,25.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3295,33619,Valid,H4,16.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3305,33629,Valid,Acapulcoite,82.1,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3306,33630,Valid,H4/5,595.0,Found,01/01/2005 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3308,33632,Valid,L6,327.0,Found,01/01/2005 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3309,33633,Valid,H4/5,1372.0,Found,01/01/2005 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3310,33634,Valid,Eucrite-pmict,679.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3316,33640,Valid,LL6,280.0,Found,01/01/2005 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3327,33651,Valid,H6,171.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 3330,33654,Valid,H/L5,45.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 3332,33656,Valid,LL6,21.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 3335,33659,Valid,LL3.2,2250.0,Found,01/01/2003 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 3342,33666,Valid,H/L4,1250.0,Found,01/01/1998 12:00:00 AM,,,
Northwest Africa 3358,33682,Valid,H(L)3,1162.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 3362,33686,Valid,L4-6,741.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 4016,34288,Valid,L3,81.59999999999998,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4018,34290,Valid,Eucrite,158.6,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4028,34300,Valid,L6,810.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4036,34308,Valid,L6-melt rock,22000.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4038,34310,Valid,CO3,23.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4041,34313,Valid,LL6,42.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4068,34340,Valid,H4/5,460.0,Found,,,,
Northwest Africa 4071,34343,Valid,L6,600.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4074,34346,Valid,H5/6,216.0,Found,,,,
Northwest Africa 4093,34365,Valid,L6,92.5,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4094,34366,Valid,H4,143.5,Found,,,,
Northwest Africa 4105,34377,Valid,L6,216.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4109,34381,Valid,L6,233.0,Found,,,,
Northwest Africa 4146,34418,Valid,L6,305.6,Found,,,,
Northwest Africa 4152,34424,Valid,H/L6,91.7,Found,,,,
Northwest Africa 4158,34430,Valid,H5,77.7,Found,,,,
Northwest Africa 4167,34439,Valid,L5,368.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 4172,34444,Valid,L5,327.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 4178,34450,Valid,H4,244.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 4189,34461,Valid,L5,110.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 4191,34463,Valid,L4,102.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 4193,34465,Valid,L4,50.2,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 4212,34484,Valid,L4-6,2450.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4229,35352,Valid,H7,439.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4243,35366,Valid,LL6,371.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 426,17718,Valid,L6,1260.0,Found,01/01/1999 12:00:00 AM,,,
Northwest Africa 4262,35385,Valid,L4-5,550.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 4263,35386,Valid,L3.9-6,200.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 4274,35397,Valid,L4-5,132.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4283,35406,Valid,Diogenite,254.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4286,35409,Valid,L-melt rock,71.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4296,45411,Valid,H4,735.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4302,44899,Valid,Diogenite,46.2,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4306,44727,Valid,H4,255.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4318,44736,Valid,L6,215.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4327,44741,Valid,H6,160.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4328,44907,Valid,L-imp melt,28.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4375,44930,Valid,Winonaite,12.2,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4376,44766,Valid,L6,437.3,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4387,44773,Valid,L6,245.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4391,44936,Valid,Eucrite-pmict,54.8,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4392,44937,Valid,R4,490.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4426,44943,Valid,H5,757.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4434,45402,Valid,LL4,1000.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4437,45404,Valid,LL4,935.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4441,45446,Valid,CO3.2,124.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4459,45463,Valid,L3,60.07,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4632,45575,Valid,L5,6500.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 4476,44784,Valid,CV3,533.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4485,44786,Valid,Lunar,188.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4486,44953,Valid,OC3,21.3,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4489,44789,Valid,H4,84.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4503,45482,Valid,Lunar,70.0,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 4518,44794,Valid,Achondrite-ung,167.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 4524,44958,Valid,L4,185.5,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4531,44962,Valid,OC3,38.9,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4556,45514,Valid,E,313.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4557,44972,Valid,L4,250.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4558,44973,Valid,L4,900.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4561,45516,Valid,E,200000.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4568,45518,Valid,Ureilite,123.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4569,45519,Valid,Angrite,484.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 457,17725,Valid,H6,175.0,Found,01/01/2001 12:00:00 AM,31.36817,-4.01683,"(31.36817, -4.01683)"
Northwest Africa 4578,45527,Valid,L6,10.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 4591,45537,Valid,H5,707.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 4592,45538,Valid,H5,67.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 460,17728,Valid,H6,655.0,Found,01/01/2001 12:00:00 AM,31.36817,-4.01683,"(31.36817, -4.01683)"
Northwest Africa 4602,45548,Valid,H5,521.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 4606,45552,Valid,H6,383.2,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 4609,45555,Valid,H5,738.3,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 461,17729,Valid,H5,171.0,Found,01/01/2001 12:00:00 AM,26.784,-12.8335,"(26.784, -12.8335)"
Northwest Africa 4611,45557,Valid,CV3,242.1,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 4618,45563,Valid,H6,65.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 4630,45573,Valid,H6,26.4,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 4637,45579,Valid,L3,36.1,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 4643,45585,Valid,EL6,995.3,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 4656,44990,Valid,H4,5000.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4662,45601,Valid,Angrite,60.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4681,44994,Valid,L5,3994.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4684,44997,Valid,H5,3650.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4688,45000,Valid,H5,2184.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 470,17738,Valid,CH3,62.9,Found,01/01/1999 12:00:00 AM,31.98333,-4.18667,"(31.98333, -4.18667)"
Northwest Africa 4718,45645,Valid,H5,8.8,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 474,17742,Valid,H6,28.8,Found,01/01/1999 12:00:00 AM,32.02167,-4.13833,"(32.02167, -4.13833)"
Northwest Africa 4771,45696,Valid,LL7,224.62,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 4775,45700,Valid,LL5,22.7,Found,,,,
Northwest Africa 4779,45704,Valid,H3,250.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4780,45705,Valid,EL4,1100.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4807,45731,Valid,Diogenite,16.27,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 4827,45751,Valid,Ureilite,327.0,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 5123,47245,Valid,L4,13.0,Found,01/01/2001 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 4830,45754,Valid,Eucrite-mmict,38.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4831,45755,Valid,Eucrite-mmict,154.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4832,45756,Valid,Aubrite,268.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 4833,45757,Valid,Lodranite,608.0,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 4852,45776,Valid,Ureilite,237.0,Found,01/01/2002 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 4872,45796,Valid,Brachinite,3000.0,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 4873,45797,Valid,LL3.6,609.0,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 4897,47010,Valid,CK5,25.0,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 4898,45982,Valid,Lunar,137.0,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 4901,47081,Valid,Achondrite-ung,24.0,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 492,17752,Valid,Ureilite,23.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 4934,45980,Valid,Howardite,307.0,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 4945,47119,Valid,EL6,3150.0,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 4992,47027,Valid,H4,170.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 4994,47028,Valid,H6,75.0,Found,01/01/2005 12:00:00 AM,,,
Northwest Africa 5025,47166,Valid,CK4,53.0,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5033,47050,Valid,H5,171.2,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 5043,47057,Valid,LL6,1873.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 5047,47061,Valid,L5,65.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 5073,47198,Valid,Eucrite,185.0,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 509,17762,Valid,L5,10800.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 5091,47213,Valid,L4,86.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 5092,47214,Valid,L4,42.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 5095,47217,Valid,L4,42.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 5099,47221,Valid,L5,44.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 5103,47225,Valid,L4,17.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 5105,47227,Valid,L4,26.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 5110,47232,Valid,L4,24.0,Found,01/01/2001 12:00:00 AM,,,
Northwest Africa 5114,47236,Valid,L4,27.0,Found,01/01/2001 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 513,17764,Valid,L4/5,1000.0,Found,01/01/1999 12:00:00 AM,23.6,-5.0,"(23.6, -5.0)"
Northwest Africa 5133,47255,Valid,L5,235.0,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5198,47066,Valid,LL5,82.0,Found,01/01/2006 12:00:00 AM,,,
Northwest Africa 520,17770,Valid,L5,556.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 5218,47336,Valid,Eucrite,76.0,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5219,47337,Valid,Martian (shergottite),60.0,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 522,17772,Valid,H4,522.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 5229,47719,Valid,Eucrite,648.0,Found,01/01/2007 12:00:00 AM,,,
Northwest Africa 5250,48660,Valid,LL5,32.0,Found,01/01/2004 12:00:00 AM,,,
Northwest Africa 5270,49025,Valid,H4/5,71.4,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5278,49033,Valid,L4,155.0,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5288,48671,Valid,L6,360.0,Found,01/01/2002 12:00:00 AM,,,
Northwest Africa 5319,49049,Valid,H3,30.0,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5321,49051,Valid,H4,52.0,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5322,49052,Valid,LL5,70.0,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5333,49063,Valid,L4,160.0,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 535,17782,Valid,L5,870.0,Found,01/01/2000 12:00:00 AM,,,
Northwest Africa 5389,49119,Valid,LL6,616.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5395,49125,Valid,L6,123.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5406,47727,Valid,Lunar,281.0,Found,01/01/2008 12:00:00 AM,,,
Northwest Africa 5411,49131,Valid,L3,198.0,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 543,17790,Valid,LL4,105.0,Found,01/01/2000 12:00:00 AM,31.1,-5.18333,"(31.1, -5.18333)"
Northwest Africa 5486,48939,Valid,L6,142.0,Found,01/01/2008 12:00:00 AM,,,
Northwest Africa 5573,49272,Valid,L6,42.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5574,49273,Valid,Ureilite,20.0,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5593,49292,Valid,L6,352.8,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5682,49366,Valid,L6,372.0,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5692,49376,Valid,LL6,62.8,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5764,48957,Valid,LL6,502.0,Found,01/01/2003 12:00:00 AM,,,
Northwest Africa 5777,49457,Valid,H5,581.1,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5798,49477,Valid,CK4,20.245,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5808,50686,Valid,H3.15,730.0,Found,,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5820,50698,Valid,LL6,66.0,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5851,50729,Valid,L6,13.3,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5852,50730,Valid,L6,293.0,Found,,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5862,50740,Valid,L6,6.9,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5871,50749,Valid,L6,290.0,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5877,50755,Valid,LL6,71.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5879,50757,Valid,LL6,70.0,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5966,50852,Valid,CV3,83.0,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5968,50854,Valid,Diogenite,15.5,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5974,50860,Valid,H6,29000.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 5997,50883,Valid,LL4/5,553.8,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6074,51483,Valid,Diogenite,48.8,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6075,51484,Valid,Lodranite,194.0,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6076,51485,Valid,H5,119.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6077,51486,Valid,Achondrite-ung,1010.0,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6093,51502,Valid,L5,170.0,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6096,51505,Valid,L6,275.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6109,51518,Valid,L4-5,400.0,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6116,51525,Valid,CR,163.0,Found,01/01/2002 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6120,51529,Valid,L3.7,2300.0,Found,01/01/2002 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6131,51540,Valid,L6,3178.5,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6133,51542,Valid,Diogenite,178.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6155,51746,Valid,CK5,53.0,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6158,51748,Valid,Ureilite,560.0,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6162,51752,Valid,Martian (shergottite),89.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6172,51762,Valid,Achondrite-ung,153.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6182,51772,Valid,L4,197.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6186,51776,Valid,L3.7,110.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6194,51784,Valid,H5,2775.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6196,51786,Valid,LL6,247.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6225,51814,Valid,L5,1934.0,Found,01/01/2007 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6228,51817,Valid,H3,478.0,Found,01/01/2003 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6230,51819,Valid,L3,240.0,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6233,51822,Valid,H6,340.0,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6261,51833,Valid,Eucrite-pmict,141.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6262,51834,Valid,Eucrite-mmict,136.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6277,51849,Valid,L5,302.0,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6285,52020,Valid,LL5,2211.0,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6292,52027,Valid,Achondrite-ung,725.0,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6323,52083,Valid,L6,172.4,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6342,52571,Valid,Martian (shergottite),72.2,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6346,52575,Valid,Ureilite,94.7,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6357,52606,Valid,CV3,109.0,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6361,52610,Valid,CV3,300.0,Found,01/01/2004 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6409,52561,Valid,L6,11800.0,Found,01/01/2008 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6411,52563,Valid,L5,43000.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6436,52762,Valid,Mesosiderite-B2,115.7,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6474,52834,Valid,Brachinite,312.0,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6485,52846,Valid,LL-melt rock,41.3,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6493,52864,Valid,L5,41.5,Found,01/01/2005 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6503,52874,Valid,LL6,20.1,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6505,52876,Valid,CK4,62.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6507,52878,Valid,CR2,5.1,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6511,52882,Valid,L3.9,725.0,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6514,52949,Valid,LL(L)3.1,3200.0,Found,,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6533,52910,Valid,H6,50.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6534,52911,Valid,L4,36.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6538,52915,Valid,LL6,59.0,Found,01/01/2009 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6544,52921,Valid,H4,34.75,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6546,52923,Valid,L5,214.0,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6547,52924,Valid,L4,92.2,Found,01/01/2006 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6556,52931,Valid,Howardite,224.0,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6580,53499,Valid,L-melt breccia,105.0,Found,01/01/2005 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6612,53519,Valid,CV3,194.0,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6624,53531,Valid,H5/6,8000.0,Found,01/01/2011 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6630,53537,Valid,L5,1000.0,Found,01/01/2011 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6636,53543,Valid,L6,500.0,Found,01/01/2011 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6645,53552,Valid,H3-6,375.0,Found,01/01/2011 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6689,53600,Valid,H4,295.0,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6690,53601,Valid,Diogenite,88.3,Found,01/01/2010 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
Northwest Africa 6723,53645,Valid,Howardite,141.8,Found,01/01/2011 12:00:00 AM,0.0,0.0,"(0.0, 0.0)"
